ALIAS,BUSINESS_SCOPE,CREATE_OPER_ID,CREATE_OPER_TIME,DESCRIPTION,LAST_OPER_ID,LAST_OPER_TIME,LOAD_DATA_TS,REASON_SELECTION_MODE,RECEIVER_TYPES,SERVICE_INDEX,SERVICE_NAME,STATUS,TXN_INDEX,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    <endrec>
"CreateAdditioanlAccountInstanceForCustomer814","3","203000000000034713","2018-05-18 09:42:53.050000","","203000000000034713","2018-05-18 09:43:15.419000","","0","","11471","CreateAdditioanlAccountInstanceForCustomer814","30","27","937494618"<endrec>
"Pay Dividend to Registered User_new","2","203000000000034206","2018-05-21 11:51:01.873000","Pay Dividend to Registered User_new","203000000000010806","2018-05-21 15:36:04.334000","","1","","10936","Pay Dividend to Registered User_new","50","24298","937495614"<endrec>
"Send Money_USSD Push POC","2","203000000000024612","2018-05-21 13:34:32.868000","Send Money_USSD Push POC","203000000000024612","2018-05-21 13:42:41.034000","","0","","11457","Send Money_USSD Push POC","50","20020","937495624"<endrec>
"2003","2","203000000000024612","2018-05-21 13:42:25.160000","Send Money_USSD Push POC","203000000000024612","2018-05-21 13:42:41.041000","","0","","11457","Send Money_USSD Push POC","30","20020","937495625"<endrec>
"PayBillJL","2","203000000000025005","2018-05-21 15:19:52.048000","","203000000000025005","2018-05-21 16:15:58.629000","","1","","11476","PayBillJL","30","20009","937495628"<endrec>
"Pay Dividend to Registered User_new","2","203000000000010806","2018-05-21 15:35:56.080000","Pay Dividend to Registered User_new","203000000000010806","2018-05-21 15:36:04.339000","","0","","10936","Pay Dividend to Registered User_new","30","24298","937495629"<endrec>
"Bulk business to business payment via web-new","2","203000000000010806","2018-05-22 14:00:59.924000","Bulk business to business payment via web-new","203000000000010806","2018-05-22 14:01:11.836000","","0","","11187","Bulk business to business payment via web-new","30","24998","937496652"<endrec>
"Orgazination Query 3rd Bill","3","203000000000032902","2018-05-23 08:25:26.625000","","203000000000032902","2018-05-23 08:26:04.039000","","0","","11486","Orgazination Query 3rd Bill","30","27","937496676"<endrec>
"OrgOperatorQuery3rdBill_VDF_Demo","3","203000000000010806","2018-05-23 13:08:06.861000","OrgOperatorQuery3rdBill_VDF_Demo","203000000000010806","2018-05-23 13:08:15.742000","","0","","11487","OrgOperatorQuery3rdBill_VDF_Demo","30","27","937496683"<endrec>
"GroupQuery3rdBill_VDF_Demo","3","203000000000010811","2018-05-23 13:49:37.725000","GroupQuery3rdBill_VDF_Demo","203000000000010811","2018-05-23 13:53:34.809000","","0","","11488","GroupQuery3rdBill_VDF_Demo","50","27","937496687"<endrec>
"GroupQuery3rdBill_VDF_Demo","3","203000000000010811","2018-05-23 13:53:25.646000","GroupQuery3rdBill_VDF_Demo","203000000000010811","2018-05-23 13:53:34.814000","","0","","11488","GroupQuery3rdBill_VDF_Demo","30","27","937496689"<endrec>
"CustomerQuery3rdGoods","3","203000000000010811","2018-05-24 13:37:34.957000","CustomerQuery3rdGoods","203000000000010811","2018-05-24 13:37:53.477000","","0","","11489","CustomerQuery3rdGoods","30","27","937496710"<endrec>
"GroupQuery3rdBuyGoods","3","203000000000010811","2018-05-24 15:40:12.249000","GroupQuery3rdBuyGoods","203000000000010811","2018-05-24 15:40:29.254000","","0","","11490","GroupQuery3rdBuyGoods","30","27","937496713"<endrec>
"BusinessPayBill","2","203000000000034103","2018-05-28 10:37:13.617000","Business Pay Bill","203000000000025034","2018-07-23 05:25:50.870000","","0","","10136","Business Pay Bill","50","20003","937496734"<endrec>
"Reversal by Organisation","2","203000000000010806","2018-05-28 12:40:13.817000","Reversal by Organisation","203000000000010806","2018-11-28 12:12:31.700000","","0","","10372","Reversal by Organisation","50","20027","937496738"<endrec>
"Bulk Bank to CPS","2","203000000000010806","2018-05-30 08:50:01.875000","","203000000000010806","2018-12-26 10:28:54.292000","","0","","11389","Bulk Bank to CPS","50","25998","937496800"<endrec>
"Reversal by Customer","2","203000000000010811","2018-05-30 09:23:46.801000","Reversal by Customer","203000000000010811","2018-05-30 09:35:08.822000","","0","","10371","Reversal by Customer","50","20027","937496804"<endrec>
"Reversal by Customer","2","203000000000010811","2018-05-30 09:34:58.005000","Reversal by Customer","203000000000010811","2018-05-30 09:41:11.777000","","0","","10371","Reversal by Customer","50","20027","937496808"<endrec>
"Reversal by Customer","2","203000000000010811","2018-05-30 09:41:01.370000","Reversal by Customer","203000000000010811","2018-05-30 09:41:11.784000","","0","","10371","Reversal by Customer","30","20027","937496810"<endrec>
"Group Approve Service","3","203000000000034103","2018-05-30 09:41:02.655000","Group Approve","203000000000034103","2018-05-30 09:41:15.105000","","0","","10534","Group Approve","30","27","937496811"<endrec>
"Reversal of Two Part Buy Goods","2","203000000000025034","2018-05-30 12:52:09.477000","Reversal of Two Part Buy Goods","203000000000010811","2018-06-07 10:30:53.514000","","0","","11491","Reversal of Two Part Buy Goods","50","24798","937496844"<endrec>
"Organization Funds Management - Business Deposit","2","203000000000014911","2018-05-31 10:30:00.733000","Organization Funds Management - Business Deposit","203000000000014911","2018-05-31 11:32:16.181000","","0","","10025","Organization Funds Management - Business Deposit","50","20003","937497651"<endrec>
"Organization Funds Management - Business Deposit","2","203000000000014911","2018-05-31 11:32:03.318000","Organization Funds Management - Business Deposit","203000000000014912","2018-06-19 06:05:30.509000","","0","","10025","Organization Funds Management - Business Deposit","50","20003","937497657"<endrec>
"SP Apply Issue Voucher","3","203000000000014911","2018-06-01 08:28:43.749000","SP Apply Issue Voucher","203000000000014911","2018-06-01 08:37:26.094000","","0","","10519","SP Apply Issue Voucher","50","6642","937497698"<endrec>
"SP Apply Issue Voucher","3","203000000000014911","2018-06-01 08:37:14.279000","SP Apply Issue Voucher","203000000000014911","2018-06-01 08:39:15.844000","","0","","10519","SP Apply Issue Voucher","50","6642","937497699"<endrec>
"SP Apply Issue Voucher","3","203000000000014911","2018-06-01 08:39:04.941000","SP Apply Issue Voucher","203000000000014911","2018-06-01 08:41:05.596000","","0","","10519","SP Apply Issue Voucher","50","6642","937497700"<endrec>
"SP Apply Issue Voucher","3","203000000000014911","2018-06-01 08:40:54.876000","SP Apply Issue Voucher","203000000000014911","2018-06-01 08:42:20.365000","","0","","10519","SP Apply Issue Voucher","50","6642","937497701"<endrec>
"SP Apply Issue Voucher","3","203000000000014911","2018-06-01 08:42:07.039000","SP Apply Issue Voucher","203000000000014911","2018-06-01 08:43:58.681000","","0","","10519","SP Apply Issue Voucher","50","6642","937497702"<endrec>
"SP Apply Issue Voucher","3","203000000000014911","2018-06-01 08:43:48.665000","SP Apply Issue Voucher","203000000000014911","2018-06-01 08:45:35.659000","","0","","10519","SP Apply Issue Voucher","50","6642","937497703"<endrec>
"SP Apply Issue Voucher","3","203000000000014911","2018-06-01 08:45:23.130000","SP Apply Issue Voucher","203000000000014911","2018-06-01 08:47:06.373000","","0","","10519","SP Apply Issue Voucher","50","6642","937497704"<endrec>
"SP Apply Issue Voucher","3","203000000000014911","2018-06-01 08:46:56.005000","SP Apply Issue Voucher","203000000000014911","2018-06-01 08:47:55.934000","","0","","10519","SP Apply Issue Voucher","50","6642","937497705"<endrec>
"SP Apply Issue Voucher","3","203000000000014911","2018-06-01 08:47:45.212000","SP Apply Issue Voucher","203000000000014911","2018-06-01 08:48:57.233000","","0","","10519","SP Apply Issue Voucher","50","6642","937497706"<endrec>
"SP Apply Issue Voucher","3","203000000000014911","2018-06-01 08:48:46.452000","SP Apply Issue Voucher","203000000000010811","2018-06-05 13:09:38.405000","","0","","10519","SP Apply Issue Voucher","50","6642","937497707"<endrec>
"Unregister Customer Registration","3","203000000000034206","2018-06-04 10:25:22.494000","","203000000000010811","2018-06-04 14:07:38.902000","","0","","11496","Unregister Customer Registration","50","27","937498754"<endrec>
"OrgOperatorQuery3rdBuyGoods","3","203000000000010811","2018-06-04 12:20:47.808000","OrgOperatorQuery3rdBuyGoods","203000000000010811","2018-06-04 12:21:02.395000","","0","","11497","OrgOperatorQuery3rdBuyGoods","30","27","937498767"<endrec>
"Unregister Customer Registration","3","203000000000010811","2018-06-04 14:07:30.307000","","203000000000034206","2018-06-06 09:09:06.688000","","0","","11496","Unregister Customer Registration","50","27","937498779"<endrec>
"Send Money","2","203000000000010806","2018-06-05 11:33:11.832000","Send Money","203000000000015728","2018-06-26 12:28:00.835000","","0","","10010","Send Money","50","20020","937498801"<endrec>
"SP Apply Issue Voucher","3","203000000000010811","2018-06-05 13:09:28.490000","SP Apply Issue Voucher","203000000000010811","2018-06-05 13:13:04.739000","","0","","10519","SP Apply Issue Voucher","50","6642","937498811"<endrec>
"Apply Issue Voucher","3","203000000000010811","2018-06-05 13:12:11.331000","Apply Issue Voucher","203000000000018910","2018-06-29 09:05:41.503000","","0","","10484","Apply Issue Voucher","50","6642","937498812"<endrec>
"SP Apply Issue Voucher","3","203000000000010811","2018-06-05 13:12:54.980000","SP Apply Issue Voucher","203000000000010811","2018-06-05 13:20:18.068000","","0","","10519","SP Apply Issue Voucher","50","6642","937498813"<endrec>
"SP Apply Issue Voucher","3","203000000000010811","2018-06-05 13:20:09.079000","SP Apply Issue Voucher","203000000000034103","2018-06-07 04:08:34.976000","","0","","10519","SP Apply Issue Voucher","50","6642","937498816"<endrec>
"BusinessBuyGoods","2","203000000000010806","2018-06-05 14:39:48.892000","Business Buy Goods","203000000000010806","2018-06-05 14:40:02.581000","","0","","10135","Business Buy Goods","30","20003","937498822"<endrec>
"Unregister Customer Registration","3","203000000000034206","2018-06-06 09:08:51.172000","","203000000000034206","2018-06-06 09:09:06.699000","","0","","11496","Unregister Customer Registration","30","27","937499728"<endrec>
"TransactionReversal","2","203000000000019121","2018-06-06 12:46:00.742000","Transaction Reversal","203000000000014911","2018-06-15 10:57:50.470000","","0","","10045","Transaction Reversal","50","20027","937502733"<endrec>
"SP Apply Issue Voucher","3","203000000000034103","2018-06-07 04:08:22.440000","SP Apply Issue Voucher","203000000000034103","2018-06-07 04:12:01.574000","","0","","10519","SP Apply Issue Voucher","50","6642","937502740"<endrec>
"SP Apply Issue Voucher","3","203000000000034103","2018-06-07 04:11:48.649000","SP Apply Issue Voucher","203000000000034103","2018-06-07 04:25:10.595000","","0","","10519","SP Apply Issue Voucher","50","6642","937502741"<endrec>
"SP Apply Issue Voucher","3","203000000000034103","2018-06-07 04:24:34.063000","SP Apply Issue Voucher","203000000000034103","2018-06-07 04:26:25.373000","","0","","10519","SP Apply Issue Voucher","50","6642","937502744"<endrec>
"SP Apply Issue Voucher","3","203000000000034103","2018-06-07 04:26:12.286000","SP Apply Issue Voucher","203000000000034103","2018-06-07 04:27:29.064000","","0","","10519","SP Apply Issue Voucher","50","6642","937502745"<endrec>
"SP Apply Issue Voucher","3","203000000000034103","2018-06-07 04:27:16.475000","SP Apply Issue Voucher","203000000000010806","2018-06-29 13:47:56.681000","","0","","10519","SP Apply Issue Voucher","50","6642","937502746"<endrec>
"Terms and condition After","3","203000000000034206","2018-06-07 09:19:45.078000","Terms and condition After","203000000000034206","2018-06-07 09:19:58.875000","","0","","10189","Terms and Conditions","30","27","937503728"<endrec>
"Reversal of Two Part Buy Goods","2","203000000000010811","2018-06-07 10:30:43.618000","Reversal of Two Part Buy Goods","203000000000010811","2018-06-07 10:34:51.872000","","0","","11491","Reversal of Two Part Buy Goods","50","24798","937504737"<endrec>
"Reversal of Two Part Buy Goods","2","203000000000010811","2018-06-07 10:34:37.987000","Reversal of Two Part Buy Goods","203000000000010811","2018-06-07 10:34:51.878000","","0","","11491","Reversal of Two Part Buy Goods","30","24798","937504738"<endrec>
"SP Apply Issue Voucher","3","203000000000034103","2018-06-07 11:07:31.229000","SP Apply Issue Voucher","203000000000010809","2018-07-17 17:35:12.626000","","0","","10519","SP Apply Issue Voucher","50","6642","937506727"<endrec>
"ServiceAlias496","2","203000000000026208","2018-06-12 12:10:13.249000","","203000000000026208","2018-06-12 12:10:13.249000","","0","","11506","OTCService496","10","20801","937509764"<endrec>
"SalaryPayment","2","203000000000010806","2018-06-13 10:31:31.503000","Salary Payment To Customer","203000000000025005","2019-03-28 15:41:00.996000","","0","","10049","Salary Payment To Customer","50","20004","937509785"<endrec>
"Salary Payment to registered validation","2","203000000000010806","2018-06-13 10:58:32.669000","Salary Payment to registered validation","203000000000010806","2018-06-13 13:14:17.134000","","0","","11507","Salary Payment to registered validation","60","24298","937509788"<endrec>
"1007","3","203000000000034103","2018-06-14 05:31:22.376000","Registered Customer","203000000000034103","2018-06-14 05:43:30.395000","","0","","10264","Registered Customer","50","27","937509825"<endrec>
"1007","3","203000000000034103","2018-06-14 05:43:18.410000","Registered Customer","203000000000034103","2018-06-14 05:43:30.401000","","0","","10264","Registered Customer","30","27","937509828"<endrec>
"ServiceAlias272","2","203000000000026208","2018-06-14 09:18:30.327000","","203000000000026208","2018-06-14 09:18:30.327000","","0","","11508","OTCService121","10","20801","937509842"<endrec>
"ServiceAlias483","2","203000000000026208","2018-06-14 09:24:33.175000","","203000000000026208","2018-06-14 09:24:59.628000","","0","","11509","OTCService376","30","20801","937509844"<endrec>
